Label,Layer #,Scaffold #,wt% PPF,Spacing (mm),Speed (mm/s),Pressure (bar),Mean fiber,Mean pore,Mean spacing,Fiber Size (x1),x2,x3,x4,x5,Pore Size (x1),x2 2,x3 2,x4 2,x5 2,Fiber spacing (x1),Spacing x2,Spacing x3,Spacing x4,Spacing x5,Std wt% PPF,Std Spacing (mm),Std Speed (mm/s),Std Pressure (bar),Std Mean fiber,Std Mean pore,Std Mean spacing,Linear pore size,Quadratic pore size,Linear fiber diameter,Quadratic fiber diameter,4th order pore,4th order fiber,"Pore (lin, step)","Fiber (lin, step)","Pore (quad, step)","Fiber (quad, step)","Sum (lin, step)","Sum (quad, step)"
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",5,4,85,0.8,5,2.5,0.5568,0.2832,0.84,0.54,0.6,0.564,0.552,0.528,0.312,0.348,0.324,0.216,0.216,0.852,0.948,0.888,0.768,0.744,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.6668156986,-0.7897688886,-0.4303170173,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",6,1,85,0.8,5,2.5,0.5064,0.2496,0.756,0.42,0.504,0.552,0.528,0.528,0.288,0.216,0.264,0.276,0.204,0.708,0.72,0.816,0.804,0.732,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.3390998505,-0.941052263,-0.8513485317,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",6,2,85,0.8,5,2.5,0.4752,0.2592,0.7344,0.444,0.528,0.444,0.48,0.48,0.228,0.192,0.3,0.24,0.336,0.672,0.72,0.744,0.72,0.816,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.136228135,-0.8978284418,-0.9596137783,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",6,3,85,0.8,5,2.5,0.4872,0.2328,0.72,0.432,0.468,0.54,0.492,0.504,0.288,0.204,0.216,0.204,0.252,0.72,0.672,0.756,0.696,0.756,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.2142557179,-1.0166939502,-1.0317906093,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",6,4,85,0.8,5,2.5,0.5568,0.1944,0.7512,0.564,0.528,0.552,0.6,0.54,0.24,0.216,0.144,0.204,0.168,0.804,0.744,0.696,0.804,0.708,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.6668156986,-1.1895892352,-0.8754074754,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",7,1,85,0.8,5,2.5,0.516,0.2496,0.7656,0.516,0.492,0.504,0.528,0.54,0.264,0.276,0.228,0.252,0.228,0.78,0.768,0.732,0.78,0.768,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.4015219168,-0.941052263,-0.8032306443,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",7,2,85,0.8,5,2.5,0.5136,0.2472,0.7608,0.492,0.528,0.492,0.504,0.552,0.324,0.216,0.252,0.204,0.24,0.816,0.744,0.744,0.708,0.792,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.3859164002,-0.9518582183,-0.827289588,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",7,3,85,0.8,5,2.5,0.5208,0.1944,0.7152,0.528,0.48,0.54,0.504,0.552,0.216,0.18,0.192,0.204,0.18,0.744,0.66,0.732,0.708,0.732,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.4327329499,-1.1895892352,-1.055849553,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",7,4,85,0.8,5,2.5,0.4656,0.2256,0.6912,0.456,0.48,0.48,0.432,0.48,0.252,0.18,0.204,0.228,0.264,0.708,0.66,0.684,0.66,0.744,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.0738060687,-1.0491118162,-1.1761442714,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",8,1,85,0.8,5,2.5,0.4824,0.2448,0.7272,0.396,0.492,0.492,0.516,0.516,0.3,0.24,0.216,0.276,0.192,0.696,0.732,0.708,0.792,0.708,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.1830446847,-0.9626641736,-0.9957021938,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",8,2,85,0.8,5,2.5,0.4848,0.2064,0.6912,0.372,0.492,0.552,0.516,0.492,0.264,0.156,0.168,0.192,0.252,0.636,0.648,0.72,0.708,0.744,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.1986502013,-1.1355594587,-1.1761442714,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",8,3,85,0.8,5,2.5,0.5232,0.2208,0.744,0.48,0.564,0.54,0.504,0.528,0.216,0.192,0.204,0.252,0.24,0.696,0.756,0.744,0.756,0.768,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.4483384665,-1.0707237268,-0.9114958909,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",8,4,85,0.8,5,2.5,0.5298,0.1944,0.7242,0.501,0.612,0.504,0.504,0.528,0.132,0.204,0.204,0.18,0.252,0.633,0.816,0.708,0.684,0.78,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.4912536371,-1.1895892352,-1.0107390336,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",9,1,85,0.8,5,2.5,0.4992,0.2664,0.7656,0.516,0.48,0.564,0.492,0.444,0.24,0.348,0.264,0.264,0.216,0.756,0.828,0.828,0.756,0.66,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.2922833008,-0.8654105758,-0.8032306443,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",9,2,85,0.8,5,2.5,0.4656,0.2616,0.7272,0.444,0.42,0.48,0.504,0.48,0.324,0.264,0.24,0.216,0.264,0.768,0.684,0.72,0.72,0.744,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.0738060687,-0.8870224864,-0.9957021938,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",9,3,85,0.8,5,2.5,0.4584,0.2736,0.732,0.444,0.456,0.456,0.444,0.492,0.312,0.24,0.288,0.288,0.24,0.756,0.696,0.744,0.732,0.732,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.026989519,-0.8329927099,-0.9716432501,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",9,4,85,0.8,5,2.5,0.4704,0.2904,0.7608,0.468,0.492,0.468,0.456,0.468,0.312,0.3,0.312,0.288,0.24,0.78,0.792,0.78,0.744,0.708,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,0.1050171018,-0.7573510227,-0.827289588,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",10,1,85,0.8,5,2.5,0.3984,0.288,0.6864,0.468,0.444,0.396,0.348,0.336,0.3,0.3,0.252,0.264,0.324,0.768,0.744,0.648,0.612,0.66,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,-0.3631483954,-0.768156978,-1.2002032151,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",10,2,85,0.8,5,2.5,0.4008,0.2424,0.6432,0.288,0.444,0.42,0.396,0.456,0.3,0.384,0.156,0.168,0.204,0.588,0.828,0.576,0.564,0.66,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,-0.3475428789,-0.973470129,-1.4167337082,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",10,3,85,0.8,5,2.5,0.4536,0.3,0.7536,0.348,0.444,0.54,0.456,0.48,0.396,0.288,0.288,0.288,0.24,0.744,0.732,0.828,0.744,0.72,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,-0.0042215142,-0.7141272014,-0.8633780035,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",10,4,85,0.8,5,2.5,0.4416,0.2712,0.7128,0.396,0.528,0.408,0.432,0.444,0.264,0.288,0.264,0.264,0.276,0.66,0.816,0.672,0.696,0.72,-0.7253025041,-0.7047655786,-0.8062444689,-0.4284002323,-0.0822490971,-0.8437986652,-1.0678790248,0.2459191107,0.111150665,0.5966615856,0.597846446,0.1432465476,0.6107121005,0.193885885,0.568735259,0.11651156,0.639104333,0.762621144,0.755615893
"85:15 PPF:DEF, 2.5bar, 5mm/s, 0.8mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",1,1,85,1.2,7.5,2.5,0.5784,0.5304,1.1088,0.576,0.6,0.576,0.576,0.564,0.516,0.54,0.528,0.528,0.54,1.092,1.14,1.104,1.104,1.104,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.8072653478,0.3232445087,0.9169838288,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",1,2,85,1.2,7.5,2.5,0.4128,0.7128,1.1256,0.432,0.372,0.408,0.444,0.408,0.72,0.744,0.696,0.696,0.708,1.152,1.116,1.104,1.14,1.116,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.269515296,1.1444971126,1.0011901317,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",1,3,85,1.2,7.5,2.5,0.3936,0.6936,1.0872,0.384,0.396,0.396,0.42,0.372,0.744,0.672,0.672,0.696,0.684,1.128,1.068,1.068,1.116,1.056,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.3943594286,1.0580494701,0.8087185822,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",1,4,85,1.2,7.5,2.5,,,,,,,,,,,,,,,,,,,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,,,,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",2,1,85,1.2,7.5,2.5,0.5136,0.6264,1.14,0.456,0.54,0.492,0.528,0.552,0.696,0.648,0.612,0.564,0.612,1.152,1.188,1.104,1.092,1.164,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.3859164002,0.7554827213,1.0733669627,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",2,2,85,1.2,7.5,2.5,0.4824,0.6216,1.104,0.444,0.468,0.468,0.492,0.54,0.612,0.66,0.6,0.6,0.636,1.056,1.128,1.068,1.092,1.176,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1830446847,0.7338708106,0.8929248851,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",2,3,85,1.2,7.5,2.5,0.5112,0.6072,1.1184,0.48,0.528,0.552,0.48,0.516,0.648,0.636,0.588,0.624,0.54,1.128,1.164,1.14,1.104,1.056,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.3703108836,0.6690350788,0.9651017161,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",2,4,85,1.2,7.5,2.5,0.492,0.6048,1.0968,0.444,0.504,0.516,0.48,0.516,0.684,0.588,0.612,0.6,0.54,1.128,1.092,1.128,1.08,1.056,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.245466751,0.6582291234,0.8568364696,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",3,1,85,1.2,7.5,2.5,0.48,0.648,1.128,0.528,0.48,0.468,0.48,0.444,0.636,0.612,0.66,0.672,0.66,1.164,1.092,1.128,1.152,1.104,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1674391681,0.8527363191,1.0132196035,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",3,2,85,1.2,7.5,2.5,0.4344,0.6936,1.128,0.432,0.432,0.42,0.444,0.444,0.72,0.648,0.732,0.708,0.66,1.152,1.08,1.152,1.152,1.104,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.1290656468,1.0580494701,1.0132196035,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",3,3,85,1.2,7.5,2.5,0.4608,0.6504,1.1112,0.492,0.468,0.48,0.42,0.444,0.612,0.624,0.672,0.696,0.648,1.104,1.092,1.152,1.116,1.092,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.0425950355,0.8635422744,0.9290133006,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",3,4,85,1.2,7.5,2.5,0.5136,0.6336,1.1472,0.54,0.504,0.48,0.516,0.528,0.672,0.624,0.612,0.648,0.612,1.212,1.128,1.092,1.164,1.14,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.3859164002,0.7879005872,1.1094553782,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",4,1,85,1.2,7.5,2.5,0.4656,0.6624,1.128,0.468,0.432,0.456,0.48,0.492,0.708,0.648,0.684,0.624,0.648,1.176,1.08,1.14,1.104,1.14,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.0738060687,0.917572051,1.0132196035,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",4,2,85,1.2,7.5,2.5,0.4704,0.6576,1.128,0.408,0.516,0.456,0.468,0.504,0.744,0.624,0.66,0.636,0.624,1.152,1.14,1.116,1.104,1.128,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1050171018,0.8959601404,1.0132196035,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",4,3,85,1.2,7.5,2.5,0.48,0.6288,1.1088,0.456,0.456,0.504,0.48,0.504,0.612,0.636,0.66,0.588,0.648,1.068,1.092,1.164,1.068,1.152,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1674391681,0.7662886766,0.9169838288,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",4,4,85,1.2,7.5,2.5,0.4584,0.6336,1.092,0.384,0.48,0.456,0.468,0.504,0.648,0.648,0.648,0.624,0.6,1.032,1.128,1.104,1.092,1.104,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.026989519,0.7879005872,0.8327775259,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",5,1,85,1.2,7.5,2.5,0.4656,0.66,1.1256,0.468,0.456,0.444,0.456,0.504,0.672,0.672,0.672,0.648,0.636,1.14,1.128,1.116,1.104,1.14,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.0738060687,0.9067660957,1.0011901317,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",5,2,85,1.2,7.5,2.5,0.4536,0.7056,1.1592,0.444,0.432,0.456,0.48,0.456,0.696,0.72,0.744,0.684,0.684,1.14,1.152,1.2,1.164,1.14,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.0042215142,1.1120792466,1.1696027374,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",5,3,85,1.2,7.5,2.5,0.4848,0.636,1.1208,0.504,0.492,0.516,0.456,0.456,0.612,0.624,0.684,0.672,0.588,1.116,1.116,1.2,1.128,1.044,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1986502013,0.7987065425,0.977131188,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",5,4,85,1.2,7.5,2.5,0.4704,0.6264,1.0968,0.468,0.456,0.468,0.468,0.492,0.612,0.672,0.648,0.612,0.588,1.08,1.128,1.116,1.08,1.08,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1050171018,0.7554827213,0.8568364696,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",6,1,85,1.2,7.5,2.5,0.4272,0.6768,1.104,0.456,0.444,0.396,0.408,0.432,0.648,0.696,0.696,0.636,0.708,1.104,1.14,1.092,1.044,1.14,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.1758821965,0.9824077829,0.8929248851,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",6,2,85,1.2,7.5,2.5,0.4224,0.7032,1.1256,0.372,0.492,0.432,0.396,0.42,0.78,0.684,0.684,0.708,0.66,1.152,1.176,1.116,1.104,1.08,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.2070932297,1.1012732913,1.0011901317,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",6,3,85,1.2,7.5,2.5,0.4392,0.6432,1.0824,0.384,0.456,0.48,0.408,0.468,0.744,0.564,0.696,0.66,0.552,1.128,1.02,1.176,1.068,1.02,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.0978546137,0.8311244085,0.7846596385,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",6,4,85,1.2,7.5,2.5,0.4728,0.6888,1.1616,0.564,0.444,0.444,0.432,0.48,0.792,0.576,0.672,0.672,0.732,1.356,1.02,1.116,1.104,1.212,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.1206226184,1.0364375594,1.1816322093,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",7,1,85,1.2,7.5,2.5,0.4368,0.6864,1.1232,0.408,0.396,0.468,0.492,0.42,0.684,0.708,0.672,0.72,0.648,1.092,1.104,1.14,1.212,1.068,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.1134601302,1.0256316041,0.9891606598,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",7,2,85,1.2,7.5,2.5,0.444,0.6936,1.1376,0.468,0.444,0.408,0.396,0.504,0.684,0.708,0.708,0.66,0.708,1.152,1.152,1.116,1.056,1.212,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.0666435805,1.0580494701,1.0613374909,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",7,3,85,1.2,7.5,2.5,0.4632,0.6744,1.1376,0.444,0.48,0.444,0.492,0.456,0.66,0.744,0.672,0.636,0.66,1.104,1.224,1.116,1.128,1.116,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.0582005521,0.9716018276,1.0613374909,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",7,4,85,1.2,7.5,2.5,0.4584,0.6768,1.1352,0.408,0.432,0.456,0.516,0.48,0.66,0.684,0.696,0.624,0.72,1.068,1.116,1.152,1.14,1.2,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,0.026989519,0.9824077829,1.049308019,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",8,1,85,1.2,7.5,2.5,0.42,0.6912,1.1112,0.396,0.396,0.408,0.456,0.444,0.684,0.756,0.576,0.708,0.732,1.08,1.152,0.984,1.164,1.176,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.2226987463,1.0472435148,0.9290133006,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",8,2,85,1.2,7.5,2.5,0.4368,0.684,1.1208,0.372,0.456,0.468,0.48,0.408,0.744,0.648,0.684,0.66,0.684,1.116,1.104,1.152,1.14,1.092,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.1134601302,1.0148256488,0.977131188,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",8,3,85,1.2,7.5,2.5,0.4392,0.6792,1.1184,0.372,0.492,0.444,0.396,0.492,0.744,0.576,0.696,0.696,0.684,1.116,1.068,1.14,1.092,1.176,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.0978546137,0.9932137382,0.9651017161,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",8,4,85,1.2,7.5,2.5,0.4416,0.6672,1.1088,0.396,0.528,0.432,0.408,0.444,0.78,0.6,0.6,0.66,0.696,1.176,1.128,1.032,1.068,1.14,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.0822490971,0.9391839616,0.9169838288,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
