Label,Layer #,Scaffold #,wt% PPF,Spacing (mm),Speed (mm/s),Pressure (bar),Mean fiber,Mean pore,Mean spacing,Fiber Size (x1),x2,x3,x4,x5,Pore Size (x1),x2 2,x3 2,x4 2,x5 2,Fiber spacing (x1),Spacing x2,Spacing x3,Spacing x4,Spacing x5,Std wt% PPF,Std Spacing (mm),Std Speed (mm/s),Std Pressure (bar),Std Mean fiber,Std Mean pore,Std Mean spacing,Linear pore size,Quadratic pore size,Linear fiber diameter,Quadratic fiber diameter,4th order pore,4th order fiber,"Pore (lin, step)","Fiber (lin, step)","Pore (quad, step)","Fiber (quad, step)","Sum (lin, step)","Sum (quad, step)"
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",1,1,85,0.8,15,2.5,0.5004,0.2682,0.7686,0.522,0.45,0.504,0.495,0.531,0.261,0.306,0.261,0.27,0.243,0.783,0.756,0.765,0.765,0.774,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.300086059,-0.8573061093,-0.7881938045,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",1,2,85,0.8,15,2.5,0.531,0.1926,0.7236,0.549,0.576,0.531,0.522,0.477,0.162,0.18,0.189,0.207,0.225,0.711,0.756,0.72,0.729,0.702,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.4990563954,-1.1976937017,-1.0137464015,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",1,3,85,0.8,15,2.5,0.5436,0.225,0.7686,0.603,0.558,0.513,0.522,0.522,0.189,0.207,0.216,0.279,0.234,0.792,0.765,0.729,0.801,0.756,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.5809853574,-1.051813305,-0.7881938045,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",1,4,85,0.8,15,2.5,0.5346,0.2232,0.7578,0.603,0.54,0.513,0.531,0.486,0.198,0.207,0.207,0.279,0.225,0.801,0.747,0.72,0.81,0.711,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.5224646703,-1.0599177715,-0.8423264278,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",2,1,85,0.8,15,2.5,0.4788,0.261,0.7398,0.459,0.441,0.504,0.504,0.486,0.297,0.342,0.261,0.207,0.198,0.756,0.783,0.765,0.711,0.684,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.1596364099,-0.8897239753,-0.9325474666,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",2,2,85,0.8,15,2.5,0.4608,0.3078,0.7686,0.459,0.441,0.504,0.477,0.423,0.315,0.297,0.225,0.36,0.342,0.774,0.738,0.729,0.837,0.765,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.0425950355,-0.6790078467,-0.7881938045,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",2,3,85,0.8,15,2.5,0.5184,0.225,0.7434,0.468,0.495,0.585,0.567,0.477,0.252,0.216,0.171,0.216,0.27,0.72,0.711,0.756,0.783,0.747,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.4171274334,-1.051813305,-0.9145032589,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",2,4,85,0.8,15,2.5,0.5292,0.2214,0.7506,0.603,0.504,0.522,0.459,0.558,0.135,0.198,0.243,0.243,0.288,0.738,0.702,0.765,0.702,0.846,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.487352258,-1.068022238,-0.8784148433,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",3,1,85,0.8,15,2.5,0.486,0.2682,0.7542,0.531,0.54,0.459,0.45,0.45,0.18,0.279,0.288,0.306,0.288,0.711,0.819,0.747,0.756,0.738,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.2064529596,-0.8573061093,-0.8603706356,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",3,2,85,0.8,15,2.5,0.5022,0.2736,0.7758,0.54,0.54,0.477,0.477,0.477,0.261,0.252,0.297,0.252,0.306,0.801,0.792,0.774,0.729,0.783,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.3117901965,-0.8329927099,-0.752105389,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",3,3,85,0.8,15,2.5,0.5148,0.2286,0.7434,0.567,0.531,0.522,0.477,0.477,0.207,0.198,0.207,0.288,0.243,0.774,0.729,0.729,0.765,0.72,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.3937191585,-1.035604372,-0.9145032589,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",3,4,85,0.8,15,2.5,0.5328,0.2412,0.774,0.567,0.558,0.549,0.495,0.495,0.171,0.234,0.252,0.261,0.288,0.738,0.792,0.801,0.756,0.783,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.5107605328,-0.9788731066,-0.7611274929,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",4,1,85,0.8,15,2.5,0.5562,0.234,0.7902,0.513,0.594,0.648,0.531,0.495,0.261,0.189,0.198,0.261,0.261,0.774,0.783,0.846,0.792,0.756,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.6629143194,-1.0112909726,-0.679928558,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",4,2,85,0.8,15,2.5,0.5328,0.2898,0.8226,0.531,0.522,0.504,0.477,0.63,0.288,0.324,0.234,0.297,0.306,0.819,0.846,0.738,0.774,0.936,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.5107605328,-0.7600525115,-0.5175306881,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",4,3,85,0.8,15,2.5,0.5544,0.234,0.7884,0.531,0.639,0.54,0.513,0.549,0.18,0.225,0.216,0.27,0.279,0.711,0.864,0.756,0.783,0.828,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.651210182,-1.0112909726,-0.6889506619,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",4,4,85,0.8,15,2.5,0.5652,0.2304,0.7956,0.702,0.594,0.549,0.54,0.441,0.18,0.189,0.225,0.279,0.279,0.882,0.783,0.774,0.819,0.72,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.7214350066,-1.0274999055,-0.6528622463,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",5,1,85,0.8,15,2.5,0.549,0.2484,0.7974,0.639,0.576,0.522,0.54,0.468,0.234,0.198,0.261,0.261,0.288,0.873,0.774,0.783,0.801,0.756,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.6160977697,-0.9464552407,-0.6438401425,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",5,2,85,0.8,15,2.5,0.4734,0.27,0.7434,0.531,0.495,0.459,0.45,0.432,0.207,0.243,0.261,0.351,0.288,0.738,0.738,0.72,0.801,0.72,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.1245239976,-0.8492016428,-0.9145032589,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",5,3,85,0.8,15,2.5,0.5094,0.27,0.7794,0.585,0.522,0.531,0.432,0.477,0.234,0.234,0.252,0.351,0.279,0.819,0.756,0.783,0.783,0.756,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.3586067462,-0.8492016428,-0.7340611813,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",5,4,85,0.8,15,2.5,0.5454,0.225,0.7704,0.603,0.594,0.531,0.495,0.504,0.18,0.207,0.261,0.234,0.243,0.783,0.801,0.792,0.729,0.747,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.5926894948,-1.051813305,-0.7791717007,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",6,1,85,0.8,15,2.5,0.4932,0.2538,0.747,0.459,0.522,0.522,0.504,0.459,0.261,0.234,0.234,0.261,0.279,0.72,0.756,0.756,0.765,0.738,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.2532695093,-0.9221418412,-0.8964590511,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",6,2,85,0.8,15,2.5,0.3654,0.405,0.7704,0.333,0.45,0.405,0.387,0.252,0.351,0.441,0.297,0.387,0.549,0.684,0.891,0.702,0.774,0.801,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,-0.5777242484,-0.2413666564,-0.7791717007,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",6,3,85,0.8,15,2.5,0.405,0.3438,0.7488,0.387,0.45,0.423,0.333,0.432,0.378,0.36,0.306,0.243,0.432,0.765,0.81,0.729,0.576,0.864,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,-0.3202332249,-0.5169185169,-0.8874369472,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",6,4,85,0.8,15,2.5,0.5274,0.279,0.8064,0.684,0.513,0.486,0.531,0.423,0.225,0.261,0.27,0.306,0.333,0.909,0.774,0.756,0.837,0.756,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.4756481205,-0.8086793104,-0.5987296231,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",7,1,85,0.8,15,2.5,0.5202,0.2088,0.729,0.504,0.531,0.558,0.54,0.468,0.243,0.189,0.216,0.189,0.207,0.747,0.72,0.774,0.729,0.675,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.4288315708,-1.1247535034,-0.9866800899,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",7,2,85,0.8,15,2.5,0.5094,0.3024,0.8118,0.648,0.549,0.468,0.468,0.414,0.162,0.261,0.288,0.351,0.45,0.81,0.81,0.756,0.819,0.864,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.3586067462,-0.7033212461,-0.5716633114,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",7,3,85,0.8,15,2.5,0.4716,0.3204,0.792,0.621,0.486,0.513,0.369,0.369,0.279,0.27,0.252,0.45,0.351,0.9,0.756,0.765,0.819,0.72,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.1128198601,-0.6222765813,-0.6709064541,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",7,4,85,0.8,15,2.5,0.5022,0.2178,0.72,0.477,0.72,0.396,0.486,0.432,0.117,0.153,0.243,0.315,0.261,0.594,0.873,0.639,0.801,0.693,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.3117901965,-1.0842311709,-1.0317906093,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",8,1,85,0.8,15,2.5,0.4536,0.2898,0.7434,0.432,0.423,0.441,0.531,0.441,0.288,0.414,0.225,0.216,0.306,0.72,0.837,0.666,0.747,0.747,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,-0.0042215142,-0.7600525115,-0.9145032589,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",8,2,85,0.8,15,2.5,0.4518,0.3636,0.8154,0.333,0.513,0.459,0.414,0.54,0.414,0.387,0.189,0.477,0.351,0.747,0.9,0.648,0.891,0.891,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,-0.0159256516,-0.4277693856,-0.5536191037,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",8,3,85,0.8,15,2.5,0.495,0.2268,0.7218,0.333,0.486,0.675,0.342,0.639,0.27,0.243,0.207,0.216,0.198,0.603,0.729,0.882,0.558,0.837,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.2649736467,-1.0437088385,-1.0227685054,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",8,4,85,0.8,15,2.5,0.594,0.2934,0.8874,0.468,0.765,0.504,0.558,0.675,0.18,0.243,0.396,0.441,0.207,0.648,1.008,0.9,0.999,0.882,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.9087012055,-0.7438435785,-0.1927349485,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",9,1,85,0.8,15,2.5,0.4896,0.27,0.7596,0.531,0.387,0.477,0.567,0.486,0.306,0.27,0.279,0.207,0.288,0.837,0.657,0.756,0.774,0.774,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.2298612344,-0.8492016428,-0.8333043239,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",9,2,85,0.8,15,2.5,0.4716,0.3528,0.8244,0.666,0.576,0.441,0.459,0.216,0.252,0.243,0.45,0.351,0.468,0.918,0.819,0.891,0.81,0.684,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.1128198601,-0.4763961845,-0.5085085843,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",9,3,85,0.8,15,2.5,0.4554,0.2412,0.6966,0.288,0.522,0.495,0.54,0.432,0.306,0.243,0.189,0.252,0.216,0.594,0.765,0.684,0.792,0.648,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.0074826232,-0.9788731066,-1.1490779597,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",9,4,85,0.8,15,2.5,0.4518,0.3186,0.7704,0.648,0.369,0.414,0.441,0.387,0.27,0.333,0.315,0.333,0.342,0.918,0.702,0.729,0.774,0.729,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,-0.0159256516,-0.6303810477,-0.7791717007,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",10,1,85,0.8,15,2.5,0.4752,0.3834,0.8586,0.423,0.333,0.459,0.459,0.702,0.324,0.315,0.72,0.378,0.18,0.747,0.648,1.179,0.837,0.882,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.136228135,-0.3386202543,-0.3370886105,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",10,2,85,0.8,15,2.5,0.4176,0.3906,0.8082,0.531,0.135,0.72,0.378,0.324,0.27,0.27,0.612,0.405,0.396,0.801,0.405,1.332,0.783,0.72,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,-0.2383042628,-0.3062023883,-0.5897075192,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",10,3,85,0.8,15,2.5,0.5022,0.3276,0.8298,0.423,0.603,0.315,0.576,0.594,0.36,0.315,0.405,0.243,0.315,0.783,0.918,0.72,0.819,0.909,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.3117901965,-0.5898587153,-0.4814422726,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",10,4,85,0.8,15,2.5,0.5166,0.2304,0.747,0.387,0.711,0.405,0.54,0.54,0.099,0.369,0.207,0.234,0.243,0.486,1.08,0.612,0.774,0.783,-0.7253025041,-0.7047655786,1.559796924,-0.4284002323,0.4054232959,-1.0274999055,-0.8964590511,0.3335539107,0.255680665,0.4260032856,0.467066446,0.3177090596,0.4407016174,0.303463364,0.45449954,0.296867633,0.463785414,0.757962904,0.760653047
"85:15 PPF:DEF, 2.5bar, 15mm/s, 0.8mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",1,1,85,1.2,20,2.5,0.3906,0.7416,1.1322,0.432,0.45,0.351,0.369,0.351,0.684,0.792,0.747,0.747,0.738,1.116,1.242,1.098,1.116,1.089,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.4138663243,1.2741685763,1.0342711792,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",1,2,85,1.2,20,2.5,0.45,0.693,1.143,0.45,0.459,0.441,0.468,0.432,0.684,0.693,0.702,0.702,0.684,1.134,1.152,1.143,1.17,1.116,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.0276297891,1.0553479812,1.0884038025,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",1,3,85,1.2,20,2.5,0.4122,0.7488,1.161,0.423,0.423,0.423,0.396,0.396,0.729,0.729,0.756,0.756,0.774,1.152,1.152,1.179,1.152,1.17,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.2734166751,1.3065864423,1.1786248413,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",1,4,85,1.2,20,2.5,0.4032,0.7254,1.1286,0.351,0.432,0.405,0.423,0.405,0.72,0.738,0.693,0.756,0.72,1.071,1.17,1.098,1.179,1.125,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.3319373623,1.201228378,1.0162269715,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",2,1,85,1.2,20,2.5,0.4806,0.648,1.1286,0.531,0.522,0.468,0.378,0.504,0.612,0.612,0.747,0.729,0.54,1.143,1.134,1.215,1.107,1.044,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,0.1713405473,0.8527363191,1.0162269715,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",2,2,85,1.2,20,2.5,0.3006,0.7758,1.0764,0.324,0.342,0.324,0.27,0.243,0.81,0.792,0.747,0.765,0.765,1.134,1.134,1.071,1.035,1.008,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.9990731959,1.4281534396,0.7545859589,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",2,3,85,1.2,20,2.5,,,,,,,,,,,,,,,,,,,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,,,,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",2,4,85,1.2,20,2.5,,,,,,,,,,,,,,,,,,,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,,,,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",3,1,85,1.2,20,2.5,0.3582,0.7794,1.1376,0.387,0.378,0.351,0.333,0.342,0.72,0.801,0.81,0.792,0.774,1.107,1.179,1.161,1.125,1.116,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.6245407981,1.4443623725,1.0613374909,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",3,2,85,1.2,20,2.5,0.3834,0.7956,1.179,0.441,0.342,0.414,0.351,0.369,0.81,0.774,0.801,0.792,0.801,1.251,1.116,1.215,1.143,1.17,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.460682874,1.5173025709,1.2688458801,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",3,3,85,1.2,20,2.5,0.4068,0.7434,1.1502,0.45,0.288,0.333,0.414,0.549,0.837,0.81,0.828,0.621,0.621,1.287,1.098,1.161,1.035,1.17,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.3085290874,1.2822730428,1.124492218,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",3,4,85,1.2,20,2.5,0.4662,0.7128,1.179,0.414,0.351,0.495,0.522,0.549,0.756,0.765,0.621,0.729,0.693,1.17,1.116,1.116,1.251,1.242,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,0.0777074478,1.1444971126,1.2688458801,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",4,1,85,1.2,20,2.5,0.3582,0.8136,1.1718,0.387,0.351,0.369,0.342,0.342,0.81,0.774,0.819,0.864,0.801,1.197,1.125,1.188,1.206,1.143,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,-0.6245407981,1.5983472358,1.2327574646,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
"85:15 PPF:DEF, 2.5bar, 20mm/s, 1.2mm",4,2,85,1.2,20,2.5,,,,,,,,,,,,,,,,,,,-0.7253025041,1.1746092977,2.7428176205,-0.4284002323,,,,0.7625713107,0.721545665,0.3406741356,0.476676446,0.7210596997,0.4514947011,0.76217311,0.431559682,0.688885262,0.497368345,1.193732792,1.186253607
